text,sentiment
"Horrível.",Negativo
"Hoje minha.",Negativo
"Uma decepção.",Negativo
"O hoje foi horrível.",Negativo
"O almoço hoje horrível foi.",Negativo
"Este péssimo produto.",Negativo
"Quem é vida de na destrutivo.",Negativo
"Tristeza hoje.",Negativo
"Tristeza minha.",Negativo
"O almoço hoje foi horrível.",Negativo
"Vida o de na é quem pensamento destrutivo.",Negativo
"Este é péssimo.",Negativo
"Minha.",Negativo
"Decepção o filme.",Negativo
"O uma decepção filme foi.",Negativo
"O.",Negativo
"De pensamento é destrutivo o na infeliz é vida.",Negativo
"O.",Negativo
"Com insatisfeito o clima.",Negativo
"Infeliz pensamento destrutivo é na de é.",Negativo
"É.",Negativo
"O uma.",Negativo
"Foi uma decepção filme.",Negativo
"O terrível hoje clima.",Negativo
"É infeliz destrutivo.",Negativo
"Insatisfeito.",Negativo
"Produto este péssimo é.",Negativo
"O hoje.",Negativo
"Clima.",Negativo
"Está clima.",Negativo
"Péssimo este.",Negativo
"O.",Negativo
"Não eu.",Negativo
"Clima terrível.",Negativo
"Horrível o hoje.",Negativo
"Minha tristeza hoje.",Negativo
"Produto péssimo este.",Negativo
"Produto é este péssimo.",Negativo
"Decepção filme uma.",Negativo
"Insatisfeito.",Negativo
"Péssimo.",Negativo
"Minha hoje tristeza continua.",Negativo
"Pensamento o é.",Negativo
"Foi horrível hoje o almoço.",Negativo
"O hoje almoço horrível.",Negativo
"Com o hoje clima insatisfeito estou.",Negativo
"Minha continua tristeza.",Negativo
"Eu consegui filme.",Negativo
"Produto este é.",Negativo
"Horrível hoje o almoço.",Negativo
"Péssimo produto este.",Negativo
"Foi almoço o.",Negativo
"Infeliz quem é destrutivo é o de pensamento vida.",Negativo
"O filme.",Negativo
"Estou de hoje clima.",Negativo
"Produto é este.",Negativo
"Insatisfeito o hoje.",Negativo
"Clima o hoje.",Negativo
"Hoje horrível almoço.",Negativo
"Continua hoje minha.",Negativo
"Clima estou o.",Negativo
"Hoje clima terrível.",Negativo
"Hoje.",Negativo
"O clima com.",Negativo
"Produto péssimo.",Negativo
"Tristeza.",Negativo
"É é de infeliz pensamento.",Negativo
"Continua minha hoje tristeza.",Negativo
"Está terrível o hoje clima.",Negativo
"Clima estou hoje de.",Negativo
"Péssimo este produto é.",Negativo
"É o quem na vida.",Negativo
"Foi hoje o almoço.",Negativo
"Decepção foi.",Negativo
"Consegui não eu.",Negativo
"Filme consegui o.",Negativo
"Pensamento destrutivo é na é quem.",Negativo
"Minha tristeza hoje.",Negativo
"O insatisfeito.",Negativo
"Produto péssimo este é.",Negativo
"Destrutivo infeliz é pensamento na quem é.",Negativo
"Estou clima o.",Negativo
"Hoje almoço.",Negativo
"Estou de.",Negativo
"Continua.",Negativo
"Infeliz de o na.",Negativo
"Foi.",Negativo
"Hoje foi o almoço horrível.",Negativo
"É pensamento o infeliz de quem é na destrutivo vida.",Negativo
"Na destrutivo é quem pensamento infeliz é o de vida.",Negativo
"Estou o com hoje clima insatisfeito de.",Negativo
"Horrível foi o almoço.",Negativo
"Tristeza.",Negativo
"Este.",Negativo
"Este.",Negativo
"O.",Negativo
"Produto este é.",Negativo
"Hoje minha.",Negativo
"Hoje terrível clima está o.",Negativo
"Uma foi decepção filme.",Negativo
"Eu.",Negativo
"Horrível almoço foi o.",Negativo
"De pensamento o destrutivo infeliz é quem.",Negativo
"Pensamento quem é vida destrutivo o.",Negativo
"Uma filme foi decepção o.",Negativo
"O.",Negativo
"Horrível o.",Negativo
"É produto este.",Negativo
"Foi almoço horrível.",Negativo
"Terrível clima hoje o está.",Negativo
"Tristeza hoje.",Negativo
"Consegui eu não entender o.",Negativo
"Péssimo é.",Negativo
"Péssimo produto.",Negativo
"O terrível está.",Negativo
"Filme foi.",Negativo
"Uma decepção foi.",Negativo
"É vida o é.",Negativo
"Foi decepção o.",Negativo
"Filme uma foi.",Negativo
"Hoje insatisfeito o com de.",Negativo
"O hoje estou clima.",Negativo
"Uma decepção o filme foi.",Negativo
"Foi hoje.",Negativo
"Minha.",Negativo
"Este produto péssimo.",Negativo
"O.",Negativo
"Uma filme foi.",Negativo
"O hoje.",Negativo
"Péssimo.",Negativo
"Hoje estou.",Negativo
"Clima o hoje estou com.",Negativo
"Minha tristeza continua.",Negativo
"Terrível clima.",Negativo
"Pensamento é de destrutivo quem o.",Negativo
"Hoje horrível foi.",Negativo
"Minha tristeza continua hoje.",Negativo
"Péssimo é produto este.",Negativo
"Uma o decepção.",Negativo
"Hoje foi almoço o.",Negativo
"Hoje continua minha.",Negativo
"Tristeza.",Negativo
"Horrível.",Negativo
"Com hoje de o clima insatisfeito estou.",Negativo
"Clima está.",Negativo
"Foi almoço hoje.",Negativo
"Clima.",Negativo
"Eu consegui o não filme entender.",Negativo
"Este péssimo é produto.",Negativo
"Minha continua.",Negativo
"Terrível hoje clima o.",Negativo
"Decepção.",Negativo
"Minha tristeza hoje.",Negativo
"O.",Negativo
"O hoje clima.",Negativo
"Péssimo.",Negativo
"Consegui não.",Negativo
"O estou insatisfeito clima de.",Negativo
"Com de hoje o estou insatisfeito clima.",Negativo
"Estou insatisfeito de hoje clima com o.",Negativo
"Minha.",Negativo
"O decepção filme foi uma.",Negativo
"Hoje insatisfeito com de o.",Negativo
"O clima de estou com.",Negativo
"Insatisfeito hoje estou de clima o.",Negativo
"Hoje horrível foi almoço.",Negativo
"O.",Negativo
"Hoje o horrível foi.",Negativo
"É na de vida.",Negativo
"Vida o na pensamento quem destrutivo é infeliz é.",Negativo
"Foi o decepção filme.",Negativo
"Hoje com estou de o clima insatisfeito.",Negativo
"É vida o é na infeliz destrutivo de.",Negativo
"Destrutivo o vida infeliz de é.",Negativo
"É.",Negativo
"Filme eu.",Negativo
"Infeliz quem vida na.",Negativo
"Quem na é de o é.",Negativo
"Pensamento é na.",Negativo
"O horrível almoço foi.",Negativo
"Foi o almoço horrível hoje.",Negativo
"Decepção o uma foi.",Negativo
"Eu filme.",Negativo
"De o insatisfeito com estou clima hoje.",Negativo
"Consegui o não entender filme.",Negativo
"Hoje clima o terrível está.",Negativo
"É produto.",Negativo
"Hoje.",Negativo
"Foi o.",Negativo
"Infeliz é é vida quem pensamento o de destrutivo.",Negativo
"Tristeza continua minha hoje.",Negativo
"Clima.",Negativo
"Produto é.",Negativo
"Entender o filme não.",Negativo
"Filme eu entender não o consegui.",Negativo
"Produto.",Negativo
"Péssimo.",Negativo
"Este produto.",Negativo
"Tristeza.",Negativo
"Foi hoje horrível o almoço.",Negativo
"Uma o.",Negativo
"Consegui.",Negativo
"Entender não filme consegui eu o.",Negativo
"Na vida é destrutivo de é.",Negativo
"O.",Negativo
"Está.",Negativo
"Minha tristeza continua.",Negativo
"Está hoje clima.",Negativo
"Continua minha hoje.",Negativo
"Vida destrutivo o.",Negativo
"Está.",Negativo
"Foi.",Negativo
"Horrível o.",Negativo
"Entender filme eu consegui.",Negativo
"Minha hoje.",Negativo
"É infeliz na vida pensamento quem.",Negativo
"Pensamento infeliz de é é destrutivo vida o.",Negativo
"Este produto.",Negativo
"Vida quem pensamento de na é é infeliz.",Negativo
"É.",Negativo
"Este.",Negativo
"Hoje foi.",Negativo
"Decepção foi uma.",Negativo
"Este produto é.",Negativo
"Produto é.",Negativo
"Eu o filme entender não.",Negativo
"Horrível.",Negativo
"Tristeza hoje minha continua.",Negativo
"Hoje insatisfeito de clima estou o.",Negativo
"Almoço o horrível.",Negativo
"Com.",Negativo
"Minha tristeza hoje.",Negativo
"Foi horrível hoje.",Negativo
"Insatisfeito estou hoje.",Negativo
"É é pensamento de na o.",Negativo
"O.",Negativo
"Insatisfeito estou hoje de o clima com.",Negativo
"Tristeza.",Negativo
"Clima.",Negativo
"Está.",Negativo
"Infeliz vida.",Negativo
"Filme eu consegui não.",Negativo
"Filme não consegui entender o eu.",Negativo
"O consegui não.",Negativo
"Foi decepção filme.",Negativo
"Minha continua tristeza hoje.",Negativo
"Destrutivo infeliz.",Negativo
"Péssimo.",Negativo
"Hoje clima terrível.",Negativo
"Insatisfeito hoje de.",Negativo
"Não.",Negativo
"Entender eu não consegui o.",Negativo
"Quem infeliz é vida é o destrutivo pensamento.",Negativo
"Horrível.",Negativo
"Hoje.",Negativo
"O.",Negativo
"Clima o hoje estou de.",Negativo
"Filme.",Negativo
"Clima hoje o terrível.",Negativo
"Hoje.",Negativo
"Foi decepção uma o filme.",Negativo
"O.",Negativo
"De insatisfeito estou hoje.",Negativo
"O.",Negativo
"Produto é.",Negativo
"O clima hoje está terrível.",Negativo
"Hoje almoço foi.",Negativo
"Clima.",Negativo
"Filme eu consegui entender.",Negativo
"Foi horrível almoço o hoje.",Negativo
"Filme.",Negativo
"Minha.",Negativo
"Não consegui eu entender filme.",Negativo
"Não filme consegui.",Negativo
"É.",Negativo
"Produto é péssimo este.",Negativo
"Este péssimo é.",Negativo
"Este é.",Negativo
"Minha continua.",Negativo
"Hoje tristeza continua minha.",Negativo
"Produto péssimo é este.",Negativo
"Destrutivo é vida infeliz de o na é quem.",Negativo
"Este produto.",Negativo
"Almoço hoje o horrível foi.",Negativo
"Péssimo produto.",Negativo
"Este é produto péssimo.",Negativo
"Hoje.",Negativo
"Foi uma.",Negativo
"Filme.",Negativo
"Terrível.",Negativo
"Consegui filme não eu o.",Negativo
"Entender não consegui eu filme.",Negativo
"É produto.",Negativo
"Hoje horrível.",Negativo
"Consegui entender o não filme.",Negativo
"É péssimo.",Negativo
"Clima estou de o com insatisfeito.",Negativo
"Vida é pensamento de é o quem infeliz.",Negativo
"O hoje.",Negativo
"Terrível está hoje o clima.",Negativo
"Está terrível hoje.",Negativo
"Hoje.",Negativo
"Almoço o horrível.",Negativo
"Está o hoje terrível clima.",Negativo
"Filme não consegui entender.",Negativo
"É.",Negativo
"É.",Negativo
"Destrutivo infeliz.",Negativo
"Não.",Negativo
"Infeliz pensamento o.",Negativo
"Entender consegui eu filme.",Negativo
"O clima estou hoje com.",Negativo
"Clima está.",Negativo
"Minha tristeza.",Negativo
"Almoço horrível o hoje.",Negativo
"Filme.",Negativo
"Produto péssimo é.",Negativo
"Clima hoje insatisfeito o com.",Negativo
"Hoje horrível o.",Negativo
"Foi filme o uma decepção.",Negativo
"Na quem infeliz destrutivo o.",Negativo
"Horrível almoço hoje o foi.",Negativo
"O está clima.",Negativo
"Quem destrutivo.",Negativo
"Filme decepção foi uma.",Negativo
"Minha.",Negativo
"É é vida quem de infeliz o pensamento destrutivo.",Negativo
"Entender o eu consegui filme.",Negativo
"Clima estou o insatisfeito de hoje com.",Negativo
"Estou o hoje.",Negativo
"Clima hoje o está.",Negativo
"Hoje tristeza.",Negativo
"Estou clima.",Negativo
"É este.",Negativo
"Com.",Negativo
"Hoje está o clima terrível.",Negativo
"Filme uma o foi.",Negativo
"Este produto é.",Negativo
"Estou com insatisfeito hoje.",Negativo
"O.",Negativo
"Quem é pensamento destrutivo na infeliz vida.",Negativo
"O.",Negativo
"Hoje.",Negativo
"Estou clima com hoje.",Negativo
"Quem.",Negativo
"O filme eu.",Negativo
"Este péssimo é produto.",Negativo
"De vida pensamento é infeliz.",Negativo
"Hoje estou com clima de.",Negativo
"Hoje tristeza minha.",Negativo
"Este produto.",Negativo
"Hoje minha continua tristeza.",Negativo
"Hoje estou insatisfeito de com o clima.",Negativo
"Uma o.",Negativo
"O terrível clima está.",Negativo
"Uma.",Negativo
"Entender não o filme consegui.",Negativo
"Este é péssimo produto.",Negativo
"É.",Negativo
"Produto é.",Negativo
"É.",Negativo
"O hoje clima terrível.",Negativo
"Hoje clima terrível o.",Negativo
"Clima hoje insatisfeito com o.",Negativo
"Produto péssimo este.",Negativo
"É péssimo produto este.",Negativo
"Produto.",Negativo
"Foi o uma filme decepção.",Negativo
"Infeliz destrutivo é é o na vida.",Negativo
"Minha tristeza.",Negativo
"É o.",Negativo
"Hoje almoço foi o horrível.",Negativo
"O decepção uma.",Negativo
"Não.",Negativo
"Decepção filme o.",Negativo
"Tristeza continua minha hoje.",Negativo
"É.",Negativo
"Clima com estou.",Negativo
"Não filme eu o consegui entender.",Negativo
"Tristeza hoje continua.",Negativo
"O hoje terrível clima.",Negativo
"Horrível foi almoço hoje o.",Negativo
"Minha.",Negativo
"De pensamento o.",Negativo
"Destrutivo é de é na vida pensamento.",Negativo
"Foi o.",Negativo
"Este péssimo.",Negativo
"Foi hoje o almoço.",Negativo
"Minha tristeza.",Negativo
"Hoje está o.",Negativo
"Uma decepção filme foi o.",Negativo
"O foi.",Negativo
"Estou hoje o insatisfeito de clima.",Negativo
"Consegui.",Negativo
"Na o vida pensamento é.",Negativo
"Estou hoje insatisfeito de clima com o.",Negativo
"Consegui não filme entender o eu.",Negativo
"Clima terrível.",Negativo
"Uma o.",Negativo
"Horrível hoje almoço foi o.",Negativo
"Hoje o insatisfeito.",Negativo
"Eu filme.",Negativo
"Eu o filme não entender consegui.",Negativo
"Quem de vida é pensamento é na o infeliz.",Negativo
"Hoje clima está o terrível.",Negativo
"Entender eu o filme.",Negativo
"Decepção.",Negativo
"O hoje está.",Negativo
"Filme uma.",Negativo
"Filme.",Negativo
"Estou com hoje clima de.",Negativo
"Clima o insatisfeito estou hoje.",Negativo
"Decepção foi uma o.",Negativo
"O.",Negativo
"Eu filme o consegui.",Negativo
"Hoje continua.",Negativo
"Tristeza minha.",Negativo
"Entender filme consegui não eu o.",Negativo
"O terrível hoje.",Negativo
"Clima de insatisfeito com estou hoje.",Negativo
"Filme.",Negativo
"O é infeliz destrutivo vida de pensamento é.",Negativo
"Com.",Negativo
"Foi almoço.",Negativo
"Terrível.",Negativo
"Está o hoje terrível clima.",Negativo
"Hoje estou o clima com.",Negativo
"Está hoje terrível clima o.",Negativo
"Estou clima de insatisfeito hoje com o.",Negativo
"Péssimo é este.",Negativo
"O estou.",Negativo
"Terrível.",Negativo
"Continua.",Negativo
"Produto este é péssimo.",Negativo
"O terrível está clima hoje.",Negativo
"De estou clima.",Negativo
"Clima está o.",Negativo
"Hoje minha continua tristeza.",Negativo
"Eu não o consegui.",Negativo
"Não eu filme consegui o entender.",Negativo
"Este péssimo.",Negativo
"Filme entender consegui eu.",Negativo
"Hoje foi almoço o.",Negativo
"O não consegui eu.",Negativo
"O foi decepção.",Negativo
"O foi hoje.",Negativo
"Produto é este.",Negativo
"Vida o é é destrutivo pensamento quem.",Negativo
"O filme.",Negativo
"Continua hoje minha tristeza.",Negativo
"Eu entender.",Negativo
"Foi o.",Negativo
"Horrível almoço.",Negativo
"Terrível está o.",Negativo
"Filme decepção.",Negativo
"Consegui eu o não.",Negativo
"Infeliz.",Negativo
"Não entender.",Negativo
"É produto péssimo.",Negativo
"Clima terrível.",Negativo
"Tristeza minha continua hoje.",Negativo
"O filme entender.",Negativo
"Pensamento é é infeliz de quem vida o destrutivo na.",Negativo
"De insatisfeito com clima o estou hoje.",Negativo
"Este produto é péssimo.",Negativo
"Hoje estou insatisfeito clima com de o.",Negativo
"Hoje estou insatisfeito.",Negativo
"Péssimo produto este é.",Negativo
"Com estou o clima de.",Negativo
"Está clima o.",Negativo
"Entender o filme consegui não eu.",Negativo
"Hoje de clima insatisfeito com.",Negativo
"Hoje.",Negativo
"Clima de hoje.",Negativo
"Insatisfeito estou o de com hoje.",Negativo
"Produto é este péssimo.",Negativo
"O clima hoje terrível.",Negativo
"Clima hoje está terrível o.",Negativo
"Estou com insatisfeito o de.",Negativo
"Consegui entender.",Negativo
"Insatisfeito estou com hoje de.",Negativo
"Filme entender.",Negativo
"Foi hoje o almoço.",Negativo
"Eu não.",Negativo
"O quem.",Negativo
"Clima.",Negativo
"É vida é infeliz pensamento quem na.",Negativo
"Vida na o de destrutivo pensamento é.",Negativo
"Hoje continua tristeza minha.",Negativo
"Almoço horrível.",Negativo
"O eu.",Negativo
"Foi filme o.",Negativo
"Filme.",Negativo
"De o clima estou hoje.",Negativo
"Decepção o.",Negativo
"O hoje clima.",Negativo
"Almoço.",Negativo
"Está hoje clima.",Negativo
"Com hoje clima o estou insatisfeito de.",Negativo
"Entender.",Negativo
"O eu entender não consegui filme.",Negativo
"Decepção uma.",Negativo
"Este péssimo produto.",Negativo
"Foi almoço horrível hoje.",Negativo
"Foi.",Negativo
"O decepção foi uma.",Negativo
"Produto este péssimo é.",Negativo
"Com insatisfeito o clima.",Negativo
"Continua.",Negativo
"Clima hoje terrível está o.",Negativo
"Este produto é.",Negativo
"Decepção foi.",Negativo
"Clima terrível.",Negativo
"Entender eu.",Negativo
"Hoje.",Negativo
"Horrível almoço.",Negativo
"Hoje minha continua.",Negativo
"Hoje.",Negativo
"Hoje.",Negativo
"É de infeliz pensamento o vida.",Negativo
"Uma.",Negativo
"Hoje o foi almoço horrível.",Negativo
"O clima está hoje.",Negativo
"O não consegui filme eu entender.",Negativo
"Péssimo é produto este.",Negativo
"Este é.",Negativo
"Almoço o foi hoje horrível.",Negativo
"Hoje continua tristeza minha.",Negativo
"Filme o.",Negativo
"Péssimo produto é.",Negativo
"O eu consegui não.",Negativo
"Produto.",Negativo
"Almoço.",Negativo
"Este é péssimo.",Negativo
"Decepção uma o filme.",Negativo
"O decepção filme uma foi.",Negativo
"O.",Negativo
"Eu.",Negativo
"Almoço.",Negativo
"Continua hoje minha.",Negativo
"Foi decepção filme o.",Negativo
"Está o hoje clima terrível.",Negativo
"Quem destrutivo é de na infeliz.",Negativo
"Infeliz de vida quem pensamento o é.",Negativo
"Foi uma o filme.",Negativo
"Produto péssimo este é.",Negativo
"É na vida o pensamento é destrutivo quem infeliz de.",Negativo
"Hoje terrível.",Negativo
"Decepção.",Negativo
"Filme entender.",Negativo
"Consegui.",Negativo
"O foi.",Negativo
"O uma foi decepção.",Negativo
"Este.",Negativo
"Vida é destrutivo na quem pensamento é o.",Negativo
"Filme não eu entender consegui o.",Negativo
"Hoje insatisfeito de estou clima o.",Negativo
"Hoje continua.",Negativo
"Insatisfeito de hoje estou o clima com.",Negativo
"Entender não o filme eu consegui.",Negativo
"Uma filme foi o decepção.",Negativo
"Quem de o é infeliz é destrutivo na vida.",Negativo
"O.",Negativo
"Está hoje clima.",Negativo
"O terrível está.",Negativo
"O foi horrível.",Negativo
"Está o hoje terrível clima.",Negativo
"Foi.",Negativo
"Péssimo.",Negativo
"Hoje minha continua.",Negativo
"Hoje minha continua tristeza.",Negativo
"Foi hoje o horrível almoço.",Negativo
"Almoço o hoje horrível foi.",Negativo
"Tristeza.",Negativo
"Péssimo este.",Negativo
"Hoje o clima com insatisfeito estou de.",Negativo
"Almoço foi hoje.",Negativo
"Está o.",Negativo
"Péssimo é produto este.",Negativo
"Filme uma.",Negativo
"Péssimo este é.",Negativo
"Clima hoje o está.",Negativo
"Minha continua.",Negativo
"Uma.",Negativo
"Decepção filme foi.",Negativo
"Com clima de.",Negativo
"É péssimo produto.",Negativo
"Pensamento.",Negativo
"Consegui entender não eu o.",Negativo
"Não o eu filme entender.",Negativo
"Péssimo este produto é.",Negativo
"É produto.",Negativo
"Hoje clima estou com.",Negativo
"Hoje.",Negativo
"O não filme.",Negativo
"Minha.",Negativo
"Foi decepção.",Negativo
"Minha tristeza continua.",Negativo
"Entender.",Negativo
"Clima o está hoje terrível.",Negativo
"Péssimo é produto este.",Negativo
"Consegui.",Negativo
"Destrutivo é de.",Negativo
"Minha.",Negativo
"Minha.",Negativo
"Produto péssimo.",Negativo
"Almoço o horrível hoje foi.",Negativo
"É na.",Negativo
"Foi o hoje almoço.",Negativo
"Decepção filme.",Negativo
"Almoço.",Negativo
"O vida destrutivo é pensamento na de quem infeliz é.",Negativo
"Estou o clima.",Negativo
"Foi horrível hoje o almoço.",Negativo
"Filme foi decepção o uma.",Negativo
"Quem o pensamento vida destrutivo de.",Negativo
"Decepção.",Negativo
"Destrutivo quem é pensamento de na vida o é.",Negativo
"Clima terrível está hoje o.",Negativo
"Estou insatisfeito o clima hoje de com.",Negativo
"Hoje o de com estou.",Negativo
"Hoje minha.",Negativo
"O decepção filme uma foi.",Negativo
"Péssimo.",Negativo
"Foi o.",Negativo
"Entender consegui.",Negativo
"Vida pensamento destrutivo quem é o é infeliz de na.",Negativo
"Filme consegui eu o.",Negativo
"Foi uma filme decepção o.",Negativo
"Na de o é destrutivo vida quem infeliz.",Negativo
"Péssimo este.",Negativo
"Infeliz é o quem é.",Negativo
"O consegui.",Negativo
"O de.",Negativo
"Terrível.",Negativo
"Foi.",Negativo
"Este produto.",Negativo
"Não o entender eu consegui filme.",Negativo
"Insatisfeito.",Negativo
"Continua tristeza.",Negativo
"Entender eu não consegui o filme.",Negativo
"Uma filme o decepção foi.",Negativo
"Este péssimo produto é.",Negativo
"Uma filme.",Negativo
"Consegui eu filme não entender o.",Negativo
"Hoje horrível.",Negativo
"Entender.",Negativo
"O hoje.",Negativo
"Produto péssimo este é.",Negativo
"É péssimo produto este.",Negativo
"Na infeliz é o é vida de pensamento quem.",Negativo
"Hoje.",Negativo
"Pensamento é o quem destrutivo vida infeliz na de.",Negativo
"De clima com estou o hoje.",Negativo
"Este é produto.",Negativo
"Infeliz é de é destrutivo quem o na.",Negativo
"É produto.",Negativo
"Insatisfeito o hoje.",Negativo
"Hoje horrível foi almoço.",Negativo
"Estou de.",Negativo
"Hoje está terrível clima o.",Negativo
"É péssimo.",Negativo
"O destrutivo de pensamento é infeliz na quem.",Negativo
"Hoje.",Negativo
"Clima estou.",Negativo
"Minha hoje continua.",Negativo
"Foi uma o decepção filme.",Negativo
"De insatisfeito estou.",Negativo
"Entender filme o eu consegui não.",Negativo
"O com.",Negativo
"É este.",Negativo
"O almoço.",Negativo
"Clima de hoje insatisfeito estou.",Negativo
"Tristeza continua hoje minha.",Negativo
"Péssimo produto.",Negativo
"O.",Negativo
"Almoço hoje o.",Negativo
"Este.",Negativo
"É péssimo produto.",Negativo
"Este péssimo produto é.",Negativo
"Hoje insatisfeito estou clima com.",Negativo
"Eu filme entender consegui não o.",Negativo
"Hoje insatisfeito.",Negativo
"Este produto péssimo é.",Negativo
"Vida infeliz quem o pensamento de é na.",Negativo
"De.",Negativo
"Horrível foi almoço o hoje.",Negativo
"Horrível.",Negativo
"Insatisfeito estou de clima com o.",Negativo
"Hoje foi.",Negativo
"O estou clima com de.",Negativo
"O horrível hoje almoço foi.",Negativo
"Consegui filme entender.",Negativo
"Hoje.",Negativo
"O entender consegui não eu.",Negativo
"Com hoje de.",Negativo
"Insatisfeito.",Negativo
"Uma.",Negativo
"Continua minha hoje tristeza.",Negativo
"Entender o consegui eu.",Negativo
"Decepção filme foi.",Negativo
"Hoje terrível clima.",Negativo
"Produto péssimo.",Negativo
"Decepção.",Negativo
"O uma decepção.",Negativo
"Hoje terrível o está.",Negativo
"Minha.",Negativo
"Foi uma decepção filme o.",Negativo
"O vida na.",Negativo
"Este é péssimo.",Negativo
"O clima.",Negativo
"É produto péssimo.",Negativo
"Terrível o clima está.",Negativo
"Minha tristeza.",Negativo
"Estou o com clima de insatisfeito hoje.",Negativo
"Clima de o estou hoje.",Negativo
"Tristeza.",Negativo
"Está o clima hoje terrível.",Negativo
"Foi filme decepção o uma.",Negativo
"Está terrível.",Negativo
"Hoje estou de insatisfeito clima com.",Negativo
"Horrível hoje.",Negativo
"Decepção uma.",Negativo
"Foi o.",Negativo
"Filme entender o consegui.",Negativo
"Clima o insatisfeito com.",Negativo
"Terrível clima hoje está.",Negativo
"Este produto péssimo.",Negativo
"Hoje tristeza.",Negativo
"Tristeza.",Negativo
"Não consegui o entender.",Negativo
"Almoço horrível hoje.",Negativo
"Filme eu entender consegui não o.",Negativo
"Foi.",Negativo
"Vida quem na destrutivo é de o infeliz.",Negativo
"Este é péssimo produto.",Negativo
"Na vida quem pensamento é.",Negativo
"Filme uma foi o.",Negativo
"O de insatisfeito com hoje clima.",Negativo
"Tristeza hoje.",Negativo
"Filme o decepção foi uma.",Negativo
"Hoje de com estou clima.",Negativo
"Hoje o de com estou.",Negativo
"Tristeza hoje.",Negativo
"É na infeliz de quem o pensamento destrutivo.",Negativo
"Hoje o insatisfeito com de.",Negativo
"O.",Negativo
"Este péssimo.",Negativo
"O consegui.",Negativo
"É este produto.",Negativo
"O filme decepção foi.",Negativo
"Hoje está o.",Negativo
"Consegui entender não filme.",Negativo
"Estou o insatisfeito.",Negativo
"Hoje está terrível.",Negativo
"É este péssimo produto.",Negativo
"Uma.",Negativo
"Decepção uma filme.",Negativo
"Está.",Negativo
"Hoje com insatisfeito de.",Negativo
"O uma decepção filme foi.",Negativo
"Este.",Negativo
"Minha.",Negativo
"Quem de destrutivo na infeliz é o pensamento vida.",Negativo
"Péssimo é produto.",Negativo
"Entender.",Negativo
"O horrível hoje foi.",Negativo
"Vida o quem.",Negativo
"O clima.",Negativo
"Péssimo.",Negativo
"Hoje foi.",Negativo
"Foi uma o decepção.",Negativo
"O insatisfeito hoje de estou clima com.",Negativo
"Péssimo este.",Negativo
"É péssimo.",Negativo
"É na infeliz o quem pensamento destrutivo é.",Negativo
"Hoje horrível.",Negativo
"O.",Negativo
"Está terrível.",Negativo
"É.",Negativo
"O.",Negativo
"Terrível o.",Negativo
"O é de.",Negativo
"Continua minha.",Negativo
"Tristeza continua.",Negativo
"Produto péssimo é.",Negativo
"Insatisfeito estou hoje o de.",Negativo
"Hoje.",Negativo
"Está o.",Negativo
"Clima de insatisfeito o.",Negativo
"Filme entender consegui o eu não.",Negativo
"Clima insatisfeito o.",Negativo
"Foi filme decepção.",Negativo
"Produto este péssimo é.",Negativo
"Clima hoje.",Negativo
"Minha.",Negativo
"Destrutivo quem é.",Negativo
"O.",Negativo
"O hoje.",Negativo
"Pensamento é.",Negativo
"Terrível clima o hoje.",Negativo
"O estou insatisfeito de.",Negativo
"Na o quem de infeliz é pensamento é.",Negativo
"O entender consegui.",Negativo
"Está hoje.",Negativo
"Almoço.",Negativo
"O terrível está clima.",Negativo
"Almoço o horrível hoje foi.",Negativo
"Filme.",Negativo
"Está o.",Negativo
"Hoje.",Negativo
"Está hoje.",Negativo
"De estou insatisfeito com.",Negativo
"O foi.",Negativo
"Hoje almoço horrível foi.",Negativo
"Horrível foi hoje o almoço.",Negativo
"Foi hoje almoço.",Negativo
"Na.",Negativo
"Na quem de vida destrutivo é é o infeliz.",Negativo
"Hoje almoço horrível foi.",Negativo
"Hoje minha.",Negativo
"Vida pensamento quem de o infeliz é é.",Negativo
"Hoje clima.",Negativo
"Hoje tristeza continua.",Negativo
"Filme uma decepção o foi.",Negativo
"Clima.",Negativo
"Uma.",Negativo
"Minha continua tristeza hoje.",Negativo
"O de hoje clima com insatisfeito estou.",Negativo
"Minha.",Negativo
"Entender eu o consegui não filme.",Negativo
"Entender.",Negativo
"Entender o eu.",Negativo
"Produto é péssimo.",Negativo
"Entender filme consegui não o.",Negativo
"Estou insatisfeito de o com clima.",Negativo
"Vida destrutivo o pensamento de é infeliz é.",Negativo
"Produto este péssimo.",Negativo
"É quem vida o destrutivo na é de pensamento infeliz.",Negativo
"Uma foi o.",Negativo
"É.",Negativo
"Eu não entender o filme consegui.",Negativo
"Não entender filme consegui.",Negativo
"De hoje o com.",Negativo
"Entender não filme.",Negativo
"Filme consegui entender eu não o.",Negativo
"Consegui entender filme não eu o.",Negativo
"Consegui.",Negativo
"Consegui filme não.",Negativo
"De com clima estou insatisfeito hoje o.",Negativo
"Hoje.",Negativo
"O.",Negativo
"Na destrutivo.",Negativo
"Está o.",Negativo
"Péssimo este produto.",Negativo
"Tristeza.",Negativo
"Este.",Negativo
"O hoje com de estou clima.",Negativo
"Foi.",Negativo
"Insatisfeito clima.",Negativo
"Terrível hoje o clima está.",Negativo
"Infeliz vida destrutivo na pensamento.",Negativo
"Produto péssimo.",Negativo
"O clima.",Negativo
"Com o clima hoje estou de.",Negativo
"Foi.",Negativo
